Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
500,1.4191455,0.1415525114155251,44.010895,40.13324337747604,40.13324337747604,49137.223,0.38523376,0.00039484,1.0
1000,1.4227551,0.1655011655011655,54.57848,34.88166094159747,34.88166094159747,214648.2,0.36987406,0.00038711,1.0
1500,1.4287031,0.11659192825112108,-0.61233246,42.88263143811907,42.88263143811907,28590.613,0.307297,0.00037681998,1.0
2000,1.4350024,0.9049429657794676,41.856422,550.5575580089264,550.5575580089264,157447.16,0.29968014,0.00036652,1.0
2500,1.4372573,1.0,143.31453,613.9446105957031,613.9446105957031,150290.6,0.3627811,0.0003562,1.0
3000,1.4384527,1.0,220.48206,613.9446105957031,613.9446105957031,90194.664,0.21786857,0.00034588002,1.0
3500,1.4406217,1.0,278.37842,613.9446105957031,613.9446105957031,57081.36,0.29642108,0.00033556003,1.0
4000,1.4411091,0.4463768115942029,324.1865,229.30425653872283,229.30425653872283,50257.89,0.27860057,0.00032523,1.0
4500,1.440197,0.3333333333333333,293.9166,67.32720947265625,67.32720947265625,110490.09,0.12641844,0.00031491002,1.0
5000,1.44045,0.42735042735042733,241.60718,207.5938710269765,207.5938710269765,43819.11,0.15649578,0.00030459,1.0
5500,1.4410264,1.0,285.9817,613.9446105957031,613.9446105957031,73250.08,0.22762883,0.00029428,1.0
6000,1.4446133,1.0,316.85767,613.9446105957031,613.9446105957031,52141.527,0.14991763,0.00028396,1.0
6500,1.4469455,1.0,337.79636,612.5666140136718,612.5666140136718,39889.094,0.27468944,0.00027364,1.0
7000,1.4487729,0.9723320158102767,359.33777,580.1375447751976,580.1375447751976,43348.594,0.2752074,0.00026332002,1.0
7500,1.4510425,0.3333333333333333,343.2054,143.2166857096354,143.2166857096354,78645.6,0.19065917,0.00025299002,1.0
8000,1.4507552,0.3333333333333333,305.62448,187.7095743815104,187.7095743815104,34257.43,0.14259098,0.00024267004,1.0
8500,1.451937,0.33423180592991913,272.23758,187.7095743815104,187.7095743815104,23965.834,0.17588301,0.00023494005,1.0
9000,1.4535476,0.3333333333333333,248.31523,134.592939453125,134.592939453125,18137.031,0.17282058,0.00022719004,1.0
9500,1.4540088,0.94921875,289.0118,562.9828799949082,562.9828799949082,75966.38,0.18769786,0.00021684004,1.0
10000,1.4546014,1.0,313.518,613.7255300292969,613.7255300292969,62622.555,0.1753698,0.00020644006,1.0
10500,1.4555751,1.0,335.4329,613.9446105957031,613.9446105957031,47289.25,0.18108052,0.00019604006,1.0
11000,1.4570106,1.1139240506329113,348.72086,656.5499343550155,656.5499343550155,59276.594,0.1452483,0.00018564005,1.0
11500,1.4575014,1.4630541871921183,352.76624,827.7392104576373,827.7392104576373,324216.1,0.15316337,0.00017519006,1.0
12000,1.4581243,1.4106280193236715,378.86194,793.9672938544969,793.9672938544969,252556.78,0.21739179,0.00016476006,1.0
12500,1.459246,1.5252525252525253,386.1076,853.2752438940183,853.2752438940183,335317.75,0.19597828,0.00015444006,1.0
13000,1.4602783,1.4086538461538463,406.26373,784.4978882716252,784.4978882716252,264404.38,0.19301169,0.00014399007,1.0
13500,1.4615687,1.0040160642570282,443.56326,561.0598129823984,561.0598129823984,221752.78,0.20113896,0.00013363006,1.0
14000,1.4620988,1.7027027027027026,426.09393,946.8522406500739,946.8522406500739,354288.22,0.16152863,0.00012329008,1.0
14500,1.4626545,2.0987654320987654,493.05243,1055.3491751588422,1055.3491751588422,445360.8,0.25302473,0.00011293007,1.0
15000,1.4635179,1.7027027027027026,500.5793,877.6378531791069,877.6378531791069,302497.6,0.21612097,0.00010516008,1.0
15500,1.4631387,1.6402116402116402,500.604,858.7672522812293,858.7672522812293,217991.19,0.18151878,9.7390075e-05,1.0
16000,1.4632825,1.7747252747252746,509.3469,885.8012061356181,885.8012061356181,223112.03,0.11951874,8.703007e-05,1.0
16500,1.463287,1.7624309392265194,513.0361,874.127861233706,874.127861233706,161869.16,0.16128966,7.664008e-05,1.0
17000,1.4632442,1.7966101694915255,516.52234,908.7163199092565,908.7163199092565,199795.81,0.16402093,6.6240085e-05,1.0
17500,1.463522,1.8305084745762712,520.0599,909.9027403061,909.9027403061,198725.03,0.14723907,5.5950084e-05,1.0
18000,1.4635646,1.8571428571428572,523.3052,904.3924577985491,904.3924577985491,161245.38,0.15856552,4.558009e-05,1.0
18500,1.463644,1.8352272727272727,523.35443,923.1176556673917,923.1176556673917,170354.0,0.13377601,3.519009e-05,1.0
19000,1.4635234,1.8522727272727273,523.98834,940.0629216974431,940.0629216974431,194835.16,0.15236416,2.4880097e-05,1.0
19500,1.4633874,1.8352272727272727,524.4677,958.8599482449619,958.8599482449619,225977.94,0.12313903,1.4580097e-05,1.0
20000,1.4633585,1.7877094972067038,524.3602,958.1922341458625,958.1922341458625,234071.02,0.12901676,4.2201077e-06,1.0
